"length","maxPageLimit","data__areaType","data__areaName","data__areaCode","data__date","data__femaleCases__age","data__femaleCases__value","data__femaleCases__rate","data__maleCases__age","data__maleCases__value","data__maleCases__rate","pagination__current","pagination__next","pagination__previous","pagination__first","pagination__last"
"","","","","","","50_to_54","1440","487.5","50_to_54","1418","470.7","","","","",""
"","","","","","","90+","1255","3323.8","5_to_9","82","33.8","","","","",""
"","","","","","","80_to_84","1087","1274.6","90+","712","3614.6","","","","",""
"","","","","","","35_to_39","1108","271.4","25_to_29","822","290","","","","",""
"","","","","","","5_to_9","78","30.9","10_to_14","92","29.8","","","","",""
"","","region","London","E12000007","2020-07-15","75_to_79","938","879.7","5_to_9","81","33.4","","","","",""
"","","","","","","80_to_84","1087","1274.6","35_to_39","1001","232.9","","","","",""
"","","","","","","30_to_34","1379","357.5","20_to_24","364","151.3","","","","",""
"","","","","","","65_to_69","788","478.2","25_to_29","820","289.3","","","","",""
"","","","","","","45_to_49","1338","414.8","65_to_69","1149","775.5","","","","",""
"","","","","","","15_to_19","176","67.1","15_to_19","153","55.5","","","","",""
"","","","","","","90+","1255","3323.8","55_to_59","1552","554.1","","","","",""
"","","","","","","20_to_24","650","286.3","10_to_14","91","29.5","","","","",""
"","","","","","","5_to_9","78","30.9","75_to_79","1232","1421.2","","","","",""
"","","","","","","70_to_74","823","562.3","30_to_34","1017","264.7","","","","",""
"","","","","","","25_to_29","1381","489.8","60_to_64","1444","756","","","","",""
"","","","","","","55_to_59","1298","452.4","50_to_54","1417","470.4","","","","",""
"","","","","","","50_to_54","1437","486.5","80_to_84","1318","2011.3","","","","",""
"","","","","","","40_to_44","1174","311.3","85_to_89","1075","2839.6","","","","",""
"","","","","","","35_to_39","1106","270.9","45_to_49","1273","376.1","","","","",""
"","","","","","","60_to_64","980","489.9","0_to_4","139","44.8","","","","",""
"","","","","","","0_to_4","101","34.2","40_to_44","1052","260.1","","","","",""
"","","","","","","85_to_89","1176","2115","70_to_74","1198","942","","","","",""
"","","","","","","10_to_14","86","29.2","90+","712","3614.6","","","","",""
"","","region","London","E12000007","2020-07-14","65_to_69","785","476.4","35_to_39","998","232.2","","","","",""
"","","","","","","0_to_4","100","33.8","25_to_29","816","287.9","","","","",""
"","","","","","","40_to_44","1166","309.2","45_to_49","1268","374.6","","","","",""
"","","","","","","80_to_84","1086","1273.4","0_to_4","137","44.1","","","","",""
"","","","","","","85_to_89","1176","2115","20_to_24","357","148.4","","","","",""
"","","","","","","15_to_19","175","66.8","50_to_54","1416","470","","","","",""
"","","","","","","90+","1254","3321.2","80_to_84","1318","2011.3","","","","",""
"","","","","","","45_to_49","1336","414.2","30_to_34","1013","263.6","","","","",""
"","","","","","","75_to_79","937","878.8","85_to_89","1075","2839.6","","","","",""
"","","","","","","10_to_14","85","28.9","60_to_64","1444","756","","","","",""
"","","","","","","5_to_9","78","30.9","10_to_14","90","29.1","","","","",""
"","","","","","","35_to_39","1102","269.9","15_to_19","152","55.2","","","","",""
"","","","","","","60_to_64","980","489.9","70_to_74","1198","942","","","","",""
"","","","","","","20_to_24","646","284.6","75_to_79","1232","1421.2","","","","",""
"","","","","","","30_to_34","1374","356.2","5_to_9","80","33","","","","",""
"","","","","","","70_to_74","823","562.3","65_to_69","1148","774.9","","","","",""
"","","","","","","55_to_59","1295","451.4","55_to_59","1551","553.7","","","","",""
"","","","","","","25_to_29","1377","488.4","40_to_44","1048","259.1","","","","",""
"","","","","","","50_to_54","1435","485.8","90+","712","3614.6","","","","",""
"","","region","London","E12000007","2020-07-13","30_to_34","1369","354.9","15_to_19","151","54.8","","","","",""
"","","","","","","65_to_69","785","476.4","20_to_24","355","147.5","","","","",""
"","","","","","","5_to_9","77","30.5","60_to_64","1443","755.4","","","","",""
"","","","","","","35_to_39","1099","269.1","50_to_54","1413","469","","","","",""
"","","","","","","40_to_44","1164","308.7","75_to_79","1230","1418.9","","","","",""
"","","","","","","25_to_29","1376","488","40_to_44","1046","258.6","","","","",""
"","","","","","","50_to_54","1430","484.2","25_to_29","813","286.8","","","","",""
"","","","","","","55_to_59","1294","451","85_to_89","1074","2837","","","","",""
"","","","","","","70_to_74","823","562.3","80_to_84","1317","2009.7","","","","",""
"","","","","","","85_to_89","1176","2115","5_to_9","80","33","","","","",""
"","","","","","","10_to_14","81","27.5","35_to_39","995","231.5","","","","",""
"","","","","","","0_to_4","99","33.5","70_to_74","1197","941.3","","","","",""
"","","","","","","80_to_84","1084","1271","65_to_69","1148","774.9","","","","",""
"","","","","","","20_to_24","642","282.8","45_to_49","1266","374.1","","","","",""
"","","","","","","45_to_49","1336","414.2","90+","711","3609.5","","","","",""
"","","","","","","15_to_19","174","66.4","10_to_14","87","28.2","","","","",""
"","","","","","","75_to_79","936","877.9","55_to_59","1550","553.4","","","","",""
"","","","","","","60_to_64","980","489.9","0_to_4","137","44.1","","","","",""
"","","","","","","90+","1253","3318.5","30_to_34","1010","262.9","","","","",""
"","","region","London","E12000007","2020-07-12","45_to_49","1332","412.9","35_to_39","990","230.3","","","","",""
"","","","","","","15_to_19","174","66.4","75_to_79","1230","1418.9","","","","",""
"","","","","","","35_to_39","1096","268.4","10_to_14","85","27.5","","","","",""
"","","","","","","0_to_4","98","33.2","5_to_9","77","31.7","","","","",""
"","","","","","","50_to_54","1427","483.1","55_to_59","1549","553","","","","",""
"","","","","","","25_to_29","1369","485.5","45_to_49","1264","373.5","","","","",""
"","","","","","","60_to_64","979","489.4","30_to_34","1006","261.8","","","","",""
"","","","","","","85_to_89","1176","2115","0_to_4","135","43.5","","","","",""
"","","","","","","30_to_34","1364","353.6","20_to_24","352","146.3","","","","",""
"","","","","","","75_to_79","935","876.9","60_to_64","1443","755.4","","","","",""
"","","","","","","70_to_74","822","561.6","40_to_44","1046","258.6","","","","",""
"","","","","","","90+","1252","3315.9","80_to_84","1317","2009.7","","","","",""
"","","","","","","20_to_24","638","281.1","25_to_29","808","285","","","","",""
"","","","","","","80_to_84","1083","1269.9","90+","711","3609.5","","","","",""
"","","","","","","65_to_69","781","474","85_to_89","1074","2837","","","","",""
"","","","","","","10_to_14","81","27.5","15_to_19","147","53.4","","","","",""
"","","","","","","5_to_9","76","30.1","50_to_54","1410","468","","","","",""
"","","","","","","55_to_59","1292","450.3","65_to_69","1146","773.5","","","","",""
"","","","","","","40_to_44","1157","306.8","70_to_74","1194","938.9","","","","",""
"","","region","London","E12000007","2020-07-11","5_to_9","76","30.1","20_to_24","350","145.5","","","","",""
"","","","","","","55_to_59","1292","450.3","90+","711","3609.5","","","","",""
"","","","","","","90+","1252","3315.9","30_to_34","1002","260.8","","","","",""
"","","","","","","20_to_24","637","280.6","60_to_64","1442","754.9","","","","",""
"","","","","","","25_to_29","1366","484.5","5_to_9","76","31.3","","","","",""
"","","","","","","10_to_14","80","27.2","10_to_14","85","27.5","","","","",""
"","","","","","","50_to_54","1425","482.5","35_to_39","988","229.9","","","","",""
"","","","","","","0_to_4","98","33.2","65_to_69","1146","773.5","","","","",""
"","","","","","","65_to_69","781","474","40_to_44","1045","258.4","","","","",""
"","","","","","","40_to_44","1155","306.3","45_to_49","1263","373.2","","","","",""
"","","","","","","60_to_64","979","489.4","50_to_54","1410","468","","","","",""
"","","","","","","35_to_39","1094","267.9","15_to_19","145","52.6","","","","",""
"","","","","","","70_to_74","821","560.9","70_to_74","1193","938.1","","","","",""
"","","","","","","85_to_89","1175","2113.2","80_to_84","1317","2009.7","","","","",""
"","","","","","","15_to_19","172","65.6","75_to_79","1230","1418.9","","","","",""
"","","","","","","80_to_84","1083","1269.9","85_to_89","1074","2837","","","","",""
"","","","","","","75_to_79","935","876.9","0_to_4","135","43.5","","","","",""
"","","","","","","45_to_49","1329","412","25_to_29","807","284.7","","","","",""
"","","","","","","30_to_34","1364","353.6","55_to_59","1546","551.9","","","","",""
"","","region","London","E12000007","2020-07-10","30_to_34","1363","353.3","20_to_24","350","145.5","","","","",""
"","","","","","","45_to_49","1329","412","15_to_19","144","52.3","","","","",""
"","","","","","","60_to_64","979","489.4","55_to_59","1545","551.6","","","","",""
"","","","","","","50_to_54","1425","482.5","90+","711","3609.5","","","","",""
"","","","","","","55_to_59","1290","449.6","30_to_34","1000","260.3","","","","",""
"","","","","","","70_to_74","820","560.2","45_to_49","1263","373.2","","","","",""
"","","","","","","10_to_14","80","27.2","10_to_14","85","27.5","","","","",""
"","","","","","","25_to_29","1366","484.5","85_to_89","1074","2837","","","","",""
"","","","","","","85_to_89","1175","2113.2","65_to_69","1146","773.5","","","","",""
"","","","","","","75_to_79","935","876.9","70_to_74","1192","937.3","","","","",""
"","","","","","","15_to_19","171","65.2","0_to_4","135","43.5","","","","",""
"","","","","","","65_to_69","781","474","40_to_44","1041","257.4","","","","",""
"","","","","","","90+","1252","3315.9","35_to_39","986","229.4","","","","",""
"","","","","","","5_to_9","76","30.1","60_to_64","1442","754.9","","","","",""
"","","","","","","20_to_24","636","280.2","75_to_79","1230","1418.9","","","","",""
"","","","","","","80_to_84","1083","1269.9","5_to_9","75","30.9","","","","",""
"","","","","","","40_to_44","1154","306","80_to_84","1317","2009.7","","","","",""
"","","","","","","35_to_39","1094","267.9","50_to_54","1410","468","","","","",""
"","","","","","","0_to_4","98","33.2","25_to_29","807","284.7","","","","",""
"","","region","London","E12000007","2020-07-09","80_to_84","1082","1268.7","80_to_84","1317","2009.7","","","","",""
"","","","","","","45_to_49","1327","411.4","15_to_19","142","51.6","","","","",""
"","","","","","","25_to_29","1364","483.8","50_to_54","1408","467.4","","","","",""
"","","","","","","60_to_64","978","488.9","60_to_64","1442","754.9","","","","",""
"","","","","","","10_to_14","80","27.2","70_to_74","1192","937.3","","","","",""
"","","","","","","0_to_4","96","32.5","40_to_44","1040","257.2","","","","",""
"","","","","","","15_to_19","171","65.2","20_to_24","347","144.2","","","","",""
"","","","","","","30_to_34","1362","353","85_to_89","1074","2837","","","","",""
"","","","","","","90+","1251","3313.2","35_to_39","984","229","","","","",""
"","","","","","","75_to_79","932","874.1","0_to_4","134","43.2","","","","",""
"","","","","","","65_to_69","779","472.8","10_to_14","83","26.9","","","","",""
"","","","","","","5_to_9","76","30.1","25_to_29","806","284.3","","","","",""
"","","","","","","70_to_74","819","559.5","30_to_34","1000","260.3","","","","",""
"","","","","","","20_to_24","635","279.7","90+","711","3609.5","","","","",""
"","","","","","","85_to_89","1174","2111.4","45_to_49","1262","372.9","","","","",""
"","","","","","","35_to_39","1093","267.7","5_to_9","75","30.9","","","","",""
"","","","","","","50_to_54","1424","482.1","55_to_59","1544","551.2","","","","",""
"","","","","","","40_to_44","1151","305.2","75_to_79","1230","1418.9","","","","",""
"","","","","","","55_to_59","1289","449.3","65_to_69","1146","773.5","","","","",""
"","","region","London","E12000007","2020-07-08","45_to_49","1325","410.8","25_to_29","805","284","","","","",""
"","","","","","","40_to_44","1148","304.4","35_to_39","982","228.5","","","","",""
"","","","","","","5_to_9","75","29.7","85_to_89","1074","2837","","","","",""
"","","","","","","0_to_4","95","32.1","15_to_19","140","50.8","","","","",""
"","","","","","","80_to_84","1079","1265.2","75_to_79","1229","1417.7","","","","",""
"","","","","","","35_to_39","1092","267.4","90+","709","3599.4","","","","",""
"","","","","","","30_to_34","1362","353","10_to_14","82","26.6","","","","",""
"","","","","","","90+","1249","3307.9","20_to_24","344","143","","","","",""
"","","","","","","65_to_69","779","472.8","30_to_34","995","259","","","","",""
"","","","","","","20_to_24","633","278.9","65_to_69","1145","772.8","","","","",""
"","","","","","","50_to_54","1420","480.8","45_to_49","1261","372.6","","","","",""
"","","","","","","60_to_64","978","488.9","5_to_9","75","30.9","","","","",""
"","","","","","","85_to_89","1173","2109.6","60_to_64","1442","754.9","","","","",""
"","","","","","","70_to_74","816","557.5","55_to_59","1542","550.5","","","","",""
"","","","","","","75_to_79","932","874.1","70_to_74","1192","937.3","","","","",""
"","","","","","","15_to_19","171","65.2","40_to_44","1039","256.9","","","","",""
"","","","","","","55_to_59","1287","448.6","80_to_84","1317","2009.7","","","","",""
"","","","","","","10_to_14","80","27.2","0_to_4","134","43.2","","","","",""
"","","","","","","25_to_29","1359","482","50_to_54","1406","466.7","","","","",""
"","","region","London","E12000007","2020-07-07","80_to_84","1079","1265.2","75_to_79","1229","1417.7","","","","",""
"","","","","","","30_to_34","1361","352.8","20_to_24","342","142.1","","","","",""
"","","","","","","85_to_89","1173","2109.6","0_to_4","134","43.2","","","","",""
"","","","","","","5_to_9","75","29.7","65_to_69","1145","772.8","","","","",""
"","","","","","","35_to_39","1087","266.2","40_to_44","1035","255.9","","","","",""
"","","","","","","55_to_59","1285","447.9","50_to_54","1405","466.4","","","","",""
"","","","","","","45_to_49","1323","410.1","30_to_34","994","258.7","","","","",""
"","","","","","","65_to_69","779","472.8","90+","709","3599.4","","","","",""
"","","","","","","10_to_14","80","27.2","15_to_19","140","50.8","","","","",""
"","","","","","","40_to_44","1148","304.4","55_to_59","1540","549.8","","","","",""
"","","","","","","60_to_64","978","488.9","45_to_49","1260","372.3","","","","",""
